CountryName,capital,population,coach,Player_Lname,Player_Fname,Height,BirthDate,isCaptain,Position,no_Yellow_cards,no_Red_cards,no_Goals,no_Assists,Year,Host,Winner
Chile,Santiago,17.62,Jorge Sampaoli,ORELLANA,FABIAN,168,27-01-1986,FALSE,Forward,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,MENA,EUGENIO,174,18-07-1988,FALSE,Defender,2,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,PAREDES,ESTEBAN,179,01-08-1980,FALSE,Forward,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,VARGAS,EDUARDO,175,20-11-1989,FALSE,Forward,0,0,1,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,TOSELLI,CRISTOPHER,181,15-06-1988,FALSE,Goalkeeper,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,BRAVO,CLAUDIO,185,13-04-1983,TRUE,Goalkeeper,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,ARANGUIZ,CHARLES,171,17-04-1989,FALSE,Midfielder,1,0,1,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,CARMONA,CARLOS,179,21-02-1987,FALSE,Midfielder,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,VIDAL,ARTURO,178,22-05-1987,FALSE,Midfielder,1,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,SANCHEZ,ALEXIS,169,19-12-1988,FALSE,Forward,0,0,2,2,,,
Columbia,Bogota,49.14,Jose Pekerman,IBARBO,VICTOR,188,19-05-1990,FALSE,Forward,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,GUTIERREZ,TEOFILO,180,17-05-1985,FALSE,Forward,0,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ARIAS,SANTIAGO,171,13-01-1992,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ARMERO,PABLO,174,02-11-1986,FALSE,Defender,1,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,YEPES,MARIO,186,13-01-1976,TRUE,Defender,1,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ZUNIGA,JUAN,171,14-12-1985,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,QUINTERO,JUAN,168,18-01-1993,FALSE,Midfielder,0,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,CUADRADO,JUAN,178,26-05-1988,FALSE,Midfielder,0,0,1,3,,,
Columbia,Bogota,49.14,Jose Pekerman,RODRIGUEZ,JAMES,180,12-07-1991,FALSE,Midfielder,1,0,6,2,,,
Columbia,Bogota,49.14,Jose Pekerman,MARTINEZ,JACKSON,186,03-10-1986,FALSE,Forward,0,0,2,0,,,
Columbia,Bogota,49.14,Jose Pekerman,GUARIN,FREDY,187,30-06-1986,FALSE,Midfielder,1,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,MONDRAGON,FARYD,191,21-06-1971,FALSE,Goalkeeper,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,BALANTA,EDER,181,28-02-1993,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,OSPINA,DAVID,183,31-08-1988,FALSE,Goalkeeper,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ZAPATA,CRISTIAN,187,30-09-1986,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,VALDES,CARLOS,189,22-05-1985,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,SANCHEZ,CARLOS,182,06-02-1986,FALSE,Midfielder,1,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,BACCA,CARLOS,181,08-09-1986,FALSE,Forward,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,VARGAS,CAMILO,185,09-03-1989,FALSE,Goalkeeper,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,MEJIA,ALEXANDER,179,11-07-1988,FALSE,Midfielder,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,RAMIREZ,ALDO,175,18-04-1981,FALSE,Midfielder,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,RAMOS,ADRIAN,184,22-01-1986,FALSE,Forward,0,0,0,1,,,
Columbia,Bogota,49.14,Jose Pekerman,AGUILAR,ABEL,187,06-01-1985,FALSE,Midfielder,0,0,0,2,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,TEJEDA,YELTSIN,179,17-03-1992,FALSE,Midfielder,1,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,FRANCIS,WAYLON,175,20-09-1990,FALSE,Defender,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,MILLER,ROY,189,24-11-1984,FALSE,Defender,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,BRENES,RANDALL,170,13-08-1983,FALSE,Forward,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,PEMBERTON,PATRICK,178,24-04-1982,FALSE,Goalkeeper,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,GRANADOS,OSCAR,183,25-10-1985,FALSE,Midfielder,1,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,DUARTE,OSCAR,184,03-06-1989,FALSE,Defender,2,1,1,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,UMANA,MICHAEL,180,16-07-1982,FALSE,Defender,1,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,BARRANTES,MICHAEL,177,04-10-1983,FALSE,Midfielder,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,URENA,MARCOS,179,05-03-1990,FALSE,Forward,0,0,1,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,NAVAS,KEYLOR,184,15-12-1986,FALSE,Goalkeeper,1,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,DIAZ,JUNIOR,185,12-09-1983,FALSE,Defender,1,0,0,1,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,CUBERO,JOSE,178,14-02-1987,FALSE,Midfielder,1,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,ACOSTA,JOHNNY,175,21-07-1983,FALSE,Defender,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,CAMPBELL,JOEL,178,26-06-1992,FALSE,Forward,0,0,1,2,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,MORA,HEINER,179,20-06-1984,FALSE,Defender,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,GONZALEZ,GIANCARLO,192,08-02-1988,FALSE,Defender,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,CALVO,DIEGO,178,25-03-1991,FALSE,Midfielder,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,CAMBRONERO,DANIEL,181,08-01-1986,FALSE,Goalkeeper,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,GAMBOA,CRISTIAN,175,24-10-1989,FALSE,Defender,0,0,0,1,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,BOLANOS,CHRISTIAN,178,17-05-1984,FALSE,Midfielder,0,0,0,1,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,BORGES,CELSO,184,27-05-1988,FALSE,Midfielder,0,0,0,0,,,
Costa Rica,San Jose,4.87,Jorge Luis Pinto,RUIZ,BRYAN,187,18-08-1985,TRUE,Forward,1,0,2,0,,,
Croatia,Zagreb,4.25,Niko Kovac,CORLUKA,VEDRAN,192,05-02-1986,FALSE,Defender,1,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,PLETIKOSA,STIPE,193,08-01-1979,FALSE,Goalkeeper,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,VRSALJKO,SIME,183,10-01-1992,FALSE,Defender,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,CRUZ CAMPOS,SAMMIR,178,23-04-1987,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,ZELENIKA,OLIVER,192,14-05-1993,FALSE,Goalkeeper,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,VUKOJEVIC,OGNJEN,184,20-12-1983,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,JELAVIC,NIKICA,187,27-08-1985,FALSE,Forward,0,0,0,1,,,
Croatia,Zagreb,4.25,Niko Kovac,KOVACIC,MATEO,181,06-05-1994,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,MANDZUKIC,MARIO,188,21-05-1986,FALSE,Forward,0,0,2,0,,,
Croatia,Zagreb,4.25,Niko Kovac,BROZOVIC,MARCELO,180,16-11-1992,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,MODRIC,LUKA,173,09-09-1985,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,OLIC,IVICA,183,14-09-1979,FALSE,Forward,0,0,1,0,,,
Croatia,Zagreb,4.25,Niko Kovac,RAKITIC,IVAN,184,10-03-1988,FALSE,Midfielder,1,0,0,1,,,
Croatia,Zagreb,4.25,Niko Kovac,PERISIC,IVAN,187,02-02-1989,FALSE,Midfielder,0,0,2,1,,,
Croatia,Zagreb,4.25,Niko Kovac,MOCINIC,IVAN,180,30-04-1993,FALSE,Midfielder,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,SCHILDENFELD,GORDON,191,18-03-1985,FALSE,Defender,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,DA SILVA,EDUARDO,177,25-02-1983,FALSE,Forward,1,0,0,1,,,
Croatia,Zagreb,4.25,Niko Kovac,VIDA,DOMAGOJ,184,29-04-1989,FALSE,Defender,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,LOVREN,DEJAN,188,05-07-1989,FALSE,Defender,1,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,SRNA,DARIJO,182,01-05-1982,TRUE,Defender,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,SUBASIC,DANIJEL,191,27-10-1984,FALSE,Goalkeeper,0,0,0,0,,,
Croatia,Zagreb,4.25,Niko Kovac,PRANJIC,DANIJEL,172,02-12-1981,FALSE,Defender,0,0,0,1,,,
Croatia,Zagreb,4.25,Niko Kovac,REBIC,ANTE,185,21-09-1993,FALSE,Forward,0,1,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,AYOVI,WALTER,173,11-08-1979,FALSE,Midfielder,0,0,0,2,,,
Ecuador,Quito,15.98,Reinaldo Rueda,CASTILLO,SEGUNDO,180,15-05-1982,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,BAGUI,OSCAR,170,10-12-1982,FALSE,Defender,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,ARROYO,MICHAEL,178,23-04-1987,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,BANGUERA,MAXIMO,187,16-12-1985,FALSE,Goalkeeper,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,SARITAMA,LUIS,175,20-10-1983,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,PAREDES,JUAN,179,08-07-1987,FALSE,Defender,1,0,0,1,,,
Ecuador,Quito,15.98,Reinaldo Rueda,GUAGUA,JORGE,179,28-09-1981,FALSE,Defender,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,ROJAS,JOAO,173,14-06-1989,FALSE,Forward,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,MONTERO,JEFFERSON,170,01-09-1989,FALSE,Midfielder,1,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,AYOVI,JAIMEN,186,21-02-1988,FALSE,Forward,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,ACHILIER,GABRIEL,183,24-03-1985,FALSE,Defender,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,ERAZO,FRICKSON,189,05-05-1988,FALSE,Defender,1,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,MARTINEZ,FIDEL,176,15-02-1990,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,CAICEDO,FELIPE,183,05-09-1988,FALSE,Forward,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,VALENCIA,ENNER,179,04-11-1989,FALSE,Forward,1,0,3,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,MENDEZ,EDISON,175,16-03-1979,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,NOBOA,CRISTHIAN,181,09-04-1985,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,GRUEZO,CARLOS,171,19-04-1995,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,VALENCIA,ANTONIO,180,04-08-1985,TRUE,Midfielder,1,1,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,DOMINGUEZ,ALEXANDER,196,05-06-1987,FALSE,Goalkeeper,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,IBARRA,ALEX,171,20-01-1991,FALSE,Midfielder,0,0,0,0,,,
Ecuador,Quito,15.98,Reinaldo Rueda,BONE,ADRIAN,188,08-09-1988,FALSE,Goalkeeper,0,0,0,0,,,
England,London,53.5,Roy Hodgson,ROONEY,WAYNE,176,24-10-1985,FALSE,Forward,0,0,1,1,,,
England,London,53.5,Roy Hodgson,GERRARD,STEVEN,185,30-05-1980,TRUE,Midfielder,1,0,0,0,,,
England,London,53.5,Roy Hodgson,BARKLEY,ROSS,185,05-12-1993,FALSE,Midfielder,1,0,0,0,,,
England,London,53.5,Roy Hodgson,LAMBERT,RICKIE,188,16-02-1982,FALSE,Forward,0,0,0,0,,,
England,London,53.5,Roy Hodgson,STERLING,RAHEEM,170,08-12-1994,FALSE,Midfielder,1,0,0,0,,,
England,London,53.5,Roy Hodgson,JONES,PHIL,185,21-02-1992,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,JAGIELKA,PHIL,183,17-08-1982,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,SHAW,LUKE,184,12-07-1995,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,BAINES,LEIGHTON,172,11-12-1984,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,HENDERSON,JORDAN,187,17-06-1990,FALSE,Midfielder,0,0,0,0,,,
England,London,53.5,Roy Hodgson,HART,JOE,191,19-04-1987,FALSE,Goalkeeper,0,0,0,0,,,
England,London,53.5,Roy Hodgson,MILNER,JAMES,175,04-01-1986,FALSE,Midfielder,0,0,0,0,,,
England,London,53.5,Roy Hodgson,WILSHERE,JACK,172,01-01-1992,FALSE,Midfielder,0,0,0,0,,,
England,London,53.5,Roy Hodgson,JOHNSON,GLEN,180,23-08-1984,FALSE,Defender,0,0,0,1,,,
England,London,53.5,Roy Hodgson,CAHILL,GARY,191,19-12-1985,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,FORSTER,FRASER,201,17-03-1988,FALSE,Goalkeeper,0,0,0,0,,,
England,London,53.5,Roy Hodgson,LAMPARD,FRANK,181,20-06-1978,FALSE,Midfielder,0,0,0,0,,,
England,London,53.5,Roy Hodgson,WELBECK,DANNY,184,26-11-1990,FALSE,Forward,0,0,0,0,,,
England,London,53.5,Roy Hodgson,STURRIDGE,DANIEL,179,01-09-1989,FALSE,Forward,0,0,1,0,,,
England,London,53.5,Roy Hodgson,SMALLING,CHRIS,194,22-11-1989,FALSE,Defender,0,0,0,0,,,
England,London,53.5,Roy Hodgson,FOSTER,BEN,193,03-04-1983,FALSE,Goalkeeper,0,0,0,0,,,
England,London,53.5,Roy Hodgson,OXLADE CHAMBERLAIN,ALEX,180,15-08-1993,FALSE,Midfielder,0,0,0,0,,,
England,London,53.5,Roy Hodgson,LALLANA,ADAM,179,10-05-1988,FALSE,Midfielder,1,0,0,0,,,
France,Paris,64.6,Didier Deschamps,CABAYE,YOHAN,175,14-01-1986,FALSE,Midfielder,2,0,0,0,,,
France,Paris,64.6,Didier Deschamps,RUFFIER,STEPHANE,188,27-09-1986,FALSE,Goalkeeper,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,MAVUBA,RIO,172,08-03-1984,FALSE,Midfielder,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,VARANE,RAPHAEL,191,25-04-1993,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,POGBA,PAUL,192,15-03-1993,FALSE,Midfielder,1,0,1,1,,,
France,Paris,64.6,Didier Deschamps,EVRA,PATRICE,171,15-05-1981,FALSE,Defender,1,0,0,0,,,
France,Paris,64.6,Didier Deschamps,GIROUD,OLIVIER,192,30-09-1986,FALSE,Forward,0,0,1,1,,,
France,Paris,64.6,Didier Deschamps,SISSOKO,MOUSSA,187,16-08-1989,FALSE,Midfielder,0,0,1,0,,,
France,Paris,64.6,Didier Deschamps,LANDREAU,MICKAEL,184,14-05-1979,FALSE,Goalkeeper,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,VALBUENA,MATHIEU,167,28-09-1984,FALSE,Midfielder,0,0,1,2,,,
France,Paris,64.6,Didier Deschamps,DEBUCHY,MATHIEU,178,28-07-1985,FALSE,Defender,0,0,0,1,,,
France,Paris,64.6,Didier Deschamps,SAKHO,MAMADOU,186,13-02-1990,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,DIGNE,LUCAS,179,20-07-1993,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,REMY,LOIC,185,02-01-1987,FALSE,Forward,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,KOSCIELNY,LAURENT,185,10-09-1985,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,BENZEMA,KARIM,185,19-12-1987,FALSE,Forward,0,0,3,3,,,
France,Paris,64.6,Didier Deschamps,LLORIS,HUGO,188,26-12-1986,TRUE,Goalkeeper,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,RIBERY,FRANCK,175,07-04-1983,FALSE,Forward,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,MANGALA,ELIAQUIM,188,13-02-1991,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,GRENIER,CLEMENT,186,07-01-1991,FALSE,Midfielder,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,MATUIDI,BLAISE,175,09-04-1987,FALSE,Midfielder,1,0,1,0,,,
France,Paris,64.6,Didier Deschamps,SAGNA,BACARY,175,14-02-1983,FALSE,Defender,0,0,0,0,,,
France,Paris,64.6,Didier Deschamps,GRIEZMANN,ANTOINE,175,21-03-1991,FALSE,Forward,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,KROOS,TONI,182,04-01-1990,FALSE,Midfielder,0,0,2,4,,,
Germany,Berlin,82.6,Joachim Low,MUELLER,THOMAS,186,13-09-1989,FALSE,Forward,0,0,5,2,,,
Germany,Berlin,82.6,Joachim Low,KHEDIRA,SAMI,189,04-04-1987,FALSE,Midfielder,1,0,1,1,,,
Germany,Berlin,82.6,Joachim Low,ZIELER,RON-ROBERT,187,12-02-1989,FALSE,Goalkeeper,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,WEIDENFELLER,ROMAN,188,06-08-1980,FALSE,Goalkeeper,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,LAHM,PHILIPP,170,11-11-1983,TRUE,Midfielder,1,0,0,2,,,
Germany,Berlin,82.6,Joachim Low,MERTESACKER,PER,198,29-09-1984,FALSE,Defender,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,KLOSE,MIROSLAV,182,09-06-1978,FALSE,Forward,0,0,2,0,,,
Germany,Berlin,82.6,Joachim Low,OEZIL,MESUT,180,15-10-1988,FALSE,Midfielder,0,0,1,2,,,
Germany,Berlin,82.6,Joachim Low,GINTER,MATTHIAS,187,19-01-1994,FALSE,Defender,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,HUMMELS,MATS,192,16-12-1988,FALSE,Defender,0,0,2,0,,,
Germany,Berlin,82.6,Joachim Low,GOETZE,MARIO,176,03-06-1992,FALSE,Forward,0,0,2,0,,,
Germany,Berlin,82.6,Joachim Low,REUS,MARCO,180,31-05-1989,FALSE,Forward,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,NEUER,MANUEL,193,27-03-1986,FALSE,Goalkeeper,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,PODOLSKI,LUKAS,180,04-06-1985,FALSE,Forward,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,GROSSKREUTZ,KEVIN,186,19-07-1988,FALSE,Defender,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,DRAXLER,JULIAN,185,20-09-1993,FALSE,Midfielder,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,BOATENG,JEROME,192,03-09-1988,FALSE,Defender,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,DURM,ERIK,183,12-05-1992,FALSE,Defender,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,KRAMER,CHRISTOPH,189,19-02-1991,FALSE,Midfielder,0,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,HOEWEDES,BENEDIKT,187,29-02-1988,FALSE,Defender,2,0,0,1,,,
Germany,Berlin,82.6,Joachim Low,SCHWEINSTEIGER,BASTIAN,183,01-08-1984,FALSE,Midfielder,2,0,0,0,,,
Germany,Berlin,82.6,Joachim Low,SCHUERRLE,ANDRE,184,06-11-1990,FALSE,Forward,1,0,3,3,,,
Ghana,Accra,25.9,James Kwesi Appiah,MUNTARI,SULLEY,179,27-08-1984,FALSE,Midfielder,2,0,0,1,,,
Ghana,Accra,25.9,James Kwesi Appiah,ADAMS,STEPHEN,177,28-09-1989,FALSE,Goalkeeper,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,INKOOM,SAMUEL,179,01-06-1989,FALSE,Defender,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,SUMAILA,RASHID,160,18-12-1992,FALSE,Defender,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,WAKASO,MUBARAK,171,25-07-1990,FALSE,Midfielder,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,RABIU,MOHAMMED,189,31-12-1989,FALSE,Midfielder,1,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,ESSIEN,MICHAEL,180,03-12-1982,FALSE,Midfielder,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,WARIS,MAJEED,172,19-09-1991,FALSE,Forward,1,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,ASAMOAH,KWADWO,168,09-12-1988,FALSE,Midfielder,0,0,0,1,,,
Ghana,Accra,25.9,James Kwesi Appiah,PRINCE BOATENG,KEVIN,182,06-03-1987,FALSE,Forward,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,AYEW,JORDAN,160,11-09-1991,FALSE,Forward,1,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,MENSAH,JONATHAN,182,13-07-1990,FALSE,Defender,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,BOYE,JOHN,160,23-04-1987,FALSE,Defender,0,0,0,1,,,
Ghana,Accra,25.9,James Kwesi Appiah,AFFUL,HARRISON,168,24-07-1986,FALSE,Defender,1,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,DAUDA,FATAWU,180,06-04-1985,FALSE,Goalkeeper,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,AGYEMANG BADU,EMMANUEL,173,02-12-1990,FALSE,Midfielder,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,OPARE,DANIEL,172,18-10-1990,FALSE,Defender,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,ATSU,CHRISTIAN,165,10-01-1992,FALSE,Midfielder,0,0,0,0,,,
Ghana,Accra,25.9,James Kwesi Appiah,GYAN,ASAMOAH,186,22-11-1985,TRUE,Forward,0,0,2,1,,,
Ghana,Accra,25.9,James Kwesi Appiah,AYEW,ANDRE,175,17-12-1989,FALSE,Midfielder,0,0,2,0,,,
